track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%
SUPERMODEL,Måneskin,1,2022,5,13,2265,8,231657891.0,93,12,173.0,11,3.0,121,64,80,88,88,12,6
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,8,53729194.0,10,4,4.0,11,3.0,105,83,32,82,14,12,4
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,8,244741137.0,52,9,46.0,11,1.0,81,38,20,66,9,9,8
Crown,Kendrick Lamar,1,2022,5,13,1493,8,42485571.0,2,9,10.0,11,1.0,170,37,14,24,80,11,4
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,8,37778188.0,1,9,4.0,11,1.0,78,43,60,38,76,48,38
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,8,254218729.0,28,42,23.0,11,1.0,125,88,28,66,6,13,31
Mirror,Kendrick Lamar,1,2022,5,13,1929,8,53603447.0,2,42,4.0,11,1.0,92,66,29,65,23,8,7
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717.0,16,11,18.0,11,1.0,140,84,61,42,31,9,9
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,4,164163229.0,19,11,7.0,11,1.0,96,61,32,90,25,10,9
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,4,37091576.0,19,11,3.0,11,1.0,118,66,83,43,84,19,19
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832.0,10,22,3.0,11,1.0,92,71,67,60,7,6,4
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,6,33381454.0,3,22,2.0,11,1.0,140,49,50,37,87,11,35
Tus Lágrimas,"Sech, Mora",2,2022,4,1,1308,2,184622518.0,23,16,9.0,11,5.0,174,68,45,71,18,11,25
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,2,300983101.0,135,74,119.0,1,18.0,127,77,53,78,19,29,4
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,2,121077868.0,15,3,3.0,1,18.0,96,71,37,52,62,11,36
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,2,106919680.0,26,1,17.0,1,18.0,150,82,82,66,13,11,6
ZOOM,Jessi,1,2022,4,13,608,2,136996305.0,5,29,14.0,1,18.0,100,87,46,60,1,13,16
SloMo,Chanel,1,2021,12,24,1211,2,65719930.0,31,29,19.0,1,2.0,105,73,59,81,13,9,6
FEARLESS,LE SSERAFIM,1,2022,5,2,629,2,229497852.0,18,75,9.0,1,2.0,104,86,43,62,5,13,14
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,2,185550869.0,23,1,15.0,1,2.0,154,54,45,79,1,17,5
SPACE MAN,Sam Ryder,1,2022,2,22,1329,2,54682594.0,42,51,32.0,1,2.0,80,47,33,83,18,10,5
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042.0,4,35,11.0,1,1.0,150,53,14,43,64,13,3
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608.0,137,5,582.0,1,1.0,156,32,49,72,64,9,4
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,9,71423324.0,29,5,30.0,1,1.0,98,76,79,81,18,6,34
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912.0,5,5,5.0,1,1.0,92,58,27,36,86,9,3
This Love (Taylor's Version),Taylor Swift,1,2022,5,6,1492,1,132171975.0,26,2,15.0,1,2.0,144,47,7,50,32,7,4
Good Looking,Suki Waterhouse,1,2017,10,20,2264,1,184706613.0,11,6,25.0,1,1.0,150,37,27,56,8,13,3
Flowers,Lauren Spencer Smith,1,2021,8,9,801,1,184826429.0,42,9,24.0,1,1.0,138,70,31,44,84,9,39
Yet To Come,BTS,1,2022,6,10,829,1,302006641.0,32,110,26.0,1,1.0,172,56,68,89,4,33,19
Run BTS,BTS,1,2022,6,10,736,1,330881149.0,5,132,17.0,1,3.0,77,72,70,82,2,4,17
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572.0,80,11,66.0,1,1.0,107,72,36,72,26,11,4
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458.0,29,10,79.0,1,1.0,114,51,39,29,90,10,4
For Youth,BTS,1,2022,6,10,327,3,114546317.0,5,40,12.0,1,1.0,117,63,29,51,43,25,4
Daylight,Harry Styles,1,2022,5,20,2775,3,290833204.0,21,11,40.0,1,1.0,146,69,63,45,48,18,4
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,3,448500832.0,79,13,93.0,1,17.0,160,80,74,60,8,14,26
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,3,136676504.0,34,13,29.0,1,17.0,120,88,15,56,1,8,6
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,3,190625045.0,73,45,119.0,1,17.0,100,82,76,70,16,8,5
Born Singer,BTS,1,2022,6,10,279,3,79095270.0,73,18,6.0,1,17.0,158,60,68,84,4,24,11
Little Freak,Harry Styles,1,2022,5,20,2302,3,273194684.0,20,3,39.0,1,17.0,142,56,40,54,72,10,4
La Llevo Al Cielo,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475.0,36,1,31.0,1,1.0,170,80,77,85,11,17,14
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,3,194902696.0,23,1,44.0,1,1.0,84,71,39,86,2,51,25
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393.0,43,28,79.0,1,208.0,139,58,30,46,14,9,3
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,5,195918494.0,54,76,900.0,1,208.0,151,73,88,67,20,32,5
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,5,248511839.0,26,16,17.0,1,1.0,128,82,42,75,6,63,6
Love Of My Life,Harry Styles,1,2022,5,20,1933,5,233671263.0,13,2,31.0,1,1.0,118,56,20,54,67,6,5
Grapejuice,Harry Styles,1,2022,5,20,1986,5,199587884.0,7,1,15.0,1,1.0,183,65,88,72,36,20,3
So Good,Halsey,1,2022,6,9,1057,5,91781263.0,51,14,19.0,1,1.0,83,63,29,62,4,18,4
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984.0,109,38,301.0,1,33.0,122,85,42,80,6,17,14
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709.0,8,1,18.0,1,33.0,165,72,90,48,32,18,23
Cinema,Harry Styles,1,2022,5,20,2171,1,189236868.0,18,1,28.0,1,33.0,106,83,90,64,35,9,4
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,1,160845341.0,19,1,15.0,1,33.0,77,81,68,58,83,11,34
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,1,588955257.0,90,22,365.0,1,114.0,91,57,30,89,10,33,8
Hold My Hand,Lady Gaga,1,2022,5,3,2528,1,238350348.0,63,8,270.0,2,105.0,148,51,21,63,5,41,3
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102.0,15,1,23.0,2,105.0,114,71,90,81,31,13,3
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001.0,107,76,86.0,1,9.0,120,91,63,77,12,10,5
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,2,138334433.0,107,76,2.0,1,9.0,92,83,56,82,10,9,5
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,2,445590495.0,33,60,107.0,1,9.0,118,56,25,45,1,7,3
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,2,286739476.0,139,73,142.0,1,5.0,123,60,46,71,3,16,4
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,2,1122364376.0,38,79,65.0,1,1.0,89,52,28,48,54,19,3
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970.0,12,1,8.0,1,1.0,110,81,61,93,49,12,11
Boyfriends,Harry Styles,1,2022,5,20,1517,8,137070925.0,26,2,30.0,1,1.0,118,42,32,20,94,11,4
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246.0,4,106,30.0,1,7.0,90,68,54,76,21,11,20
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630.0,16,5,30.0,1,6.0,130,49,14,40,82,11,3
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,4,164856284.0,5,36,1.0,1,6.0,154,70,97,62,47,10,4
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,4,704171068.0,112,198,406.0,1,6.0,105,54,59,83,47,20,4
BREAK MY SOUL,Beyoncé,1,2022,6,21,9724,4,354614964.0,222,61,259.0,14,2.0,115,70,87,88,4,26,8
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,4,279717388.0,37,2,38.0,2,2.0,110,91,59,82,8,6,8
Massive,Drake,1,2022,6,17,5263,4,195628667.0,66,89,61.0,2,11.0,125,51,5,68,12,15,6
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,4,221752937.0,45,2,26.0,2,1.0,102,73,62,75,12,34,8
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15.0,1,4.0,120,81,72,65,4,14,4
POP!,Nayeon,1,2022,6,24,571,11,213505179.0,19,21,14.0,1,2.0,97,80,36,86,4,3,5
Layla,DJ Robin & Schürze,2,2022,3,24,832,3,130419412.0,18,124,24.0,1,2.0,140,44,41,92,4,44,7
MORE,j-hope,1,2022,7,1,565,3,155795783.0,6,52,11.0,1,2.0,97,78,31,72,1,11,4
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987.0,228,151,0.0,3,99.0,125,45,67,90,9,10,5
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523.0,156,275,150.0,3,128.0,88,80,55,56,13,8,9
SNAP,Rosa Linn,1,2022,3,19,1818,12,711366595.0,3,275,63.0,3,353.0,170,56,52,64,11,45,7
Sticky,Drake,1,2022,6,17,2814,12,191448892.0,38,105,25.0,3,2.0,137,88,8,49,9,9,14
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,12,85924992.0,11,105,2.0,3,2.0,157,88,52,69,9,8,23
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902.0,28,105,54.0,3,2.0,130,95,83,57,54,10,25
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,4,121189256.0,49,3,57.0,3,2.0,90,85,80,83,10,8,11
die first,Nessa Barrett,1,2022,6,24,767,4,131746175.0,25,3,22.0,3,2.0,183,44,44,67,7,12,13
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012.0,129,55,128.0,3,101.0,128,58,68,91,2,27,11
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708.0,17,55,24.0,3,30.0,130,71,78,40,46,7,45
CÓMO DORMISTE?,Rels B,1,2022,8,4,1452,35,331511413.0,16,15,20.0,3,30.0,126,63,56,43,24,12,23
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,35,219196651.0,53,2,33.0,3,30.0,120,77,94,87,2,23,12
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,35,170732845.0,51,1,50.0,3,30.0,130,72,18,46,7,28,8
Caile,Luar La L,1,2020,12,18,1494,2,273914335.0,17,12,15.0,3,30.0,122,70,46,76,30,9,45
Si Te La Encuentras Por Ahí,Feid,1,2022,8,5,1379,4,179061440.0,23,10,18.0,3,30.0,172,74,46,58,15,13,8
GIVENCHY,Duki,1,2022,7,20,625,4,185236961.0,13,18,12.0,3,30.0,103,61,38,62,14,23,40
ALIEN SUPERSTAR,Beyoncé,1,2022,7,29,2688,4,171788484.0,39,47,36.0,3,30.0,122,55,46,64,14,17,10
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78.0,3,141.0,130,47,56,90,14,10,4
Attention,NewJeans,1,2022,8,1,799,12,264717480.0,14,141,9.0,3,1.0,105,81,70,65,24,8,4
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911.0,17,10,16.0,3,4.0,120,90,73,51,39,9,6
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,6,97610446.0,28,67,195.0,3,4.0,145,56,43,53,24,12,4
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853.0,10,43,3.0,1,4.0,99,79,64,59,28,11,14
Heartless,Kanye West,1,2008,1,1,17504,34,887906111.0,63,39,0.0,1,2.0,88,79,66,65,5,25,14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,34,123473120.0,54,6,124.0,1,2.0,126,81,90,73,28,29,4
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154.0,15,79,4.0,2,2.0,136,77,71,75,33,13,4
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692.0,15,33,6.0,1,2.0,113,70,97,59,55,27,12
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,9,240918092.0,81,4,248.0,1,6.0,132,82,49,88,20,21,3
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381.0,22,2,65.0,1,3.0,135,77,74,74,47,34,8
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,4,284216603.0,165,10,177.0,4,73.0,126,67,49,77,11,19,11
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309.0,93,95,84.0,9,202.0,102,67,72,74,30,36,4
After LIKE,IVE,1,2022,8,22,767,12,265548837.0,20,129,11.0,9,12.0,125,68,80,92,10,9,12
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727.0,33,11,274.0,9,12.0,149,37,28,66,14,9,5
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109.0,102,53,113.0,12,12.0,137,74,71,89,24,15,5
Talk that Talk,TWICE,1,2022,8,26,615,6,189476119.0,14,77,15.0,1,2.0,120,77,78,91,14,33,12
BILLIE EILISH.,Armani White,1,2022,1,20,2537,6,277132266.0,49,1,67.0,11,1.0,100,90,75,50,11,9,26
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007.0,20,49,23.0,2,2.0,164,70,58,57,25,15,7
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722.0,117,72,107.0,1,7.0,93,65,79,66,31,22,7
Prohibidox,Feid,1,2022,9,13,1473,12,185392587.0,25,36,25.0,1,7.0,180,65,52,80,5,6,25
Static,Steve Lacy,1,2022,7,15,1613,12,202452860.0,21,15,13.0,1,7.0,79,34,22,31,43,10,7
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312.0,124,25,0.0,1,7.0,146,56,21,44,73,11,2
Sparks,Coldplay,1,2000,7,10,10826,4,624101957.0,24,25,805.0,1,7.0,103,37,17,27,75,10,3
Talk,YEAT,1,2022,9,2,920,4,148461629.0,10,1,8.0,1,7.0,140,70,26,76,8,54,23
XQ Te Pones Así,"Yandel, Feid",2,2022,9,13,308,4,47093942.0,6,1,6.0,1,7.0,92,81,48,70,13,15,7
Selfish,PnB Rock,1,2016,6,23,2468,4,380319238.0,15,1,6.0,1,7.0,102,64,4,60,11,19,4
Sin Senãl,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362.0,18,10,13.0,1,1.0,118,82,75,85,33,11,4
Lady Mi Amor,Feid,1,2022,9,13,330,2,53987404.0,3,10,2.0,1,1.0,93,78,75,62,6,15,6
Poland,Lil Yachty,1,2022,6,23,1584,2,115331792.0,38,10,24.0,1,1.0,150,70,26,56,14,11,5
THE LONELIEST,Måneskin,1,2022,10,7,1585,5,225093344.0,78,65,328.0,1,198.0,130,52,24,60,14,8,3
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,5,84697729.0,16,65,9.0,1,198.0,83,65,24,53,6,51,4
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,5,159240673.0,14,1,13.0,1,198.0,102,84,43,75,5,6,8
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584.0,14,116,9.0,1,11.0,136,73,65,91,4,48,18
Miss You,Southstar,1,1982,5,16,2020,6,154356956.0,77,10,119.0,1,40.0,145,66,24,58,17,19,5
we fell in love in october,girl in red,1,2018,11,21,6858,6,723043854.0,31,21,15.0,1,4.0,130,57,24,37,11,16,3
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123.0,41,21,158.0,2,68.0,156,72,92,77,9,8,11
Celestial,Ed Sheeran,1,2022,9,29,1639,6,176474912.0,86,14,80.0,2,37.0,123,57,50,85,5,16,4
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288.0,2,129,13.0,2,1.0,132,92,53,62,7,63,10
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339.0,2,129,31.0,2,1.0,125,49,13,74,7,9,4
California Breeze,Lil Baby,1,2022,10,14,991,1,85559365.0,36,38,13.0,2,3.0,162,74,22,67,7,11,46
Bamba (feat. Aitch & BIA),"Luciano, BIA",3,2022,9,22,869,7,146223492.0,14,12,12.0,2,28.0,138,80,82,81,14,13,36
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588.0,14,12,30.0,2,28.0,161,59,62,60,12,5,44
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,4,154863153.0,22,7,15.0,2,28.0,131,91,23,55,1,7,32
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,4,191333656.0,24,8,17.0,2,1.0,122,75,45,63,6,35,12
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,4,253650850.0,12,9,16.0,2,1.0,80,80,16,28,17,12,39
Question...?,Taylor Swift,1,2022,10,21,1608,4,223064273.0,10,3,12.0,2,1.0,109,75,11,50,20,30,17
On BS,"Drake, 21 Savage",2,2022,11,4,1338,4,170413877.0,9,20,7.0,2,1.0,158,84,33,36,2,39,59
Mastermind,Taylor Swift,1,2022,10,21,1936,4,218320587.0,7,5,13.0,2,1.0,126,66,12,35,55,9,14
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,4,141720999.0,26,9,17.0,2,3.0,104,73,25,61,1,32,7
Labyrinth,Taylor Swift,1,2022,10,21,1597,4,187339835.0,6,3,15.0,2,3.0,110,48,15,31,80,12,4
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537.0,26,52,10.0,2,95.0,130,77,20,70,1,16,5
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,2,186104310.0,9,6,13.0,2,2.0,177,34,39,16,97,12,5
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,2,177503916.0,4,5,8.0,2,2.0,158,48,55,84,43,15,12
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,2,71095708.0,8,1,7.0,2,2.0,114,62,25,44,51,14,3
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,2,112436403.0,6,5,3.0,2,2.0,144,93,62,61,51,12,20
The Astronaut,Jin,1,2022,10,28,481,9,203436468.0,10,100,15.0,1,27.0,125,54,22,76,51,14,3
BackOutsideBoyz,Drake,1,2022,11,4,1045,9,93367537.0,8,5,2.0,1,27.0,142,85,40,43,4,39,32
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,9,106249219.0,3,8,5.0,1,27.0,120,64,11,53,1,25,27
The Great War,Taylor Swift,1,2022,10,21,1274,9,181382590.0,1,6,11.0,1,27.0,96,57,55,74,22,8,4
My Mind & Me,Selena Gomez,1,2022,11,3,953,9,91473363.0,61,13,37.0,1,27.0,144,60,24,39,57,8,3
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,9,121871870.0,4,13,8.0,1,27.0,166,42,7,24,83,12,6
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,9,73513683.0,2,13,7.0,1,27.0,92,80,81,67,4,8,6
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,9,133895612.0,29,26,17.0,1,27.0,97,82,67,77,8,12,5
Alone,Burna Boy,1,2022,11,4,782,2,96007391.0,27,18,32.0,1,27.0,90,61,32,67,15,11,5
